audio,output,flag,username,timestamp
C:\Users\SiBoz\Desktop\IvaOne\AI voice\Gradio whisper\flagged\audio\e18178f923df972c2ffe30b3a5b6c3300d84e9ca\tmp385ik78u.wav,,,,2023-08-05 15:47:29.648728
